"Timecode","Content","Content_zh"
"00:00:22,220 --> 00:00:26,459","[Buzzing noise] [Schafer laughing]","[嗡嗡聲] [Schafer 笑聲]"
"00:00:26,800 --> 00:00:27,940","Schafer: Oh my god.","Schafer：天啊。"
"00:00:28,200 --> 00:00:29,460","Schafer: There you go.","Schafer：這樣就對了。"
"00:00:29,720 --> 00:00:31,900","Schafer: I forgot to put my beard on this morning, you're right.","Schafer：你說得對，我今天早上忘了戴鬍子。"
"00:00:33,100 --> 00:00:34,620","I left that beard at home.","我把那副鬍子留在家裡了。"
"00:00:34,680 --> 00:00:36,440","People are going to know it's a fake beard.","大家會發現那是假鬍子。"
"00:01:02,440 --> 00:01:07,782","Rice: I think that it's also just important to keep in mind that there's like other impacts besides just funding the game and that","Rice：我覺得也要記得，除了資助遊戲之外，這還有其他影響。"
"00:01:07,782 --> 00:01:14,332","like if we now go get a publisher for this game, then it's suddenly like voids everything we've said about the project","像是如果我們現在去替這款遊戲找發行商，就等於突然推翻我們之前對這專案說過的一切。"
"00:01:14,332 --> 00:01:15,612","and everything we're trying to do.","還有我們想做的所有事。"
"00:01:16,000 --> 00:01:17,300","Schafer: Where did we leave off?","Schafer：我們上次說到哪裡？"
"00:01:18,520 --> 00:01:19,635","Oh, that's right.","喔，對了。"
"00:01:19,640 --> 00:01:25,680","Game was too big, company's going to close down, didn't have any money and Cloud Colony wasn't done.","遊戲太大、公司快倒、沒錢了，而且雲端殖民地還沒做完。"
"00:01:26,140 --> 00:01:29,723","Bailey: Like because right now, you know, it looks like the plane's kind of diving down a little bit","Bailey：因為現在看起來，那架飛機有點往下俯衝。"
"00:01:29,723 --> 00:01:32,690","and we just need to, we have time to pull up.","我們只要……我們還有時間把它拉起來。"
"00:01:32,965 --> 00:01:35,045","Schafer: What does the plane diving down stand for?","Schafer：飛機往下俯衝代表什麼？"
"00:01:35,140 --> 00:01:36,843","Bailey: That stands for Schafer: Us crashing?","Bailey：代表……Schafer：我們要墜毀？"
"00:01:36,980 --> 00:01:40,520","Schafer: The whole company crashing into the ground and burning? Bailey: [laughing] Rice: A lot actually.","Schafer：整間公司撞到地上燒起來？Bailey：[笑聲] Rice：其實很多事。"
"00:01:40,520 --> 00:01:46,180","Well, I mean right after that episode aired, yeah, right after that episode aired we started Amnesia Fortnight","嗯，我是說那集播出之後，對，就在那集播出後，我們開始做 Amnesia Fortnight。"
"00:01:46,180 --> 00:01:49,960","so the team kind of took a break from everything for a little bit there.","所以團隊暫時從所有事情裡抽離，休息了一下。"
"00:01:50,360 --> 00:01:52,590","Schafer: Amnesia Fortnight is coming up, people.","Schafer：各位，Amnesia Fortnight 要來了。"
"00:01:52,590 --> 00:01:55,260","And you forget what we were working on for two weeks, that's where the name comes from.","接下來兩週你會忘掉原本在做什麼，名字就是這樣來的。"
"00:01:55,260 --> 00:01:58,634","We split the company into small groups, sometimes four or five groups.","我們把公司分成幾個小組，有時候是四、五組。"
"00:01:58,640 --> 00:02:00,946","And each group has to make a game in two weeks.","每組都要在兩週內做出一款遊戲。"
"00:02:01,280 --> 00:02:07,371","Rice: I think ultimately that was an amazing process and people had a great time and just came back really energized after that.","Rice：我覺得整體來說那是很棒的過程，大家玩得很開心，回來之後也充滿幹勁。"
"00:02:07,493 --> 00:02:12,352","And a lot of progress has already been made in this month since then.","從那之後這一個月，已經有很多進展。"
"00:02:12,352 --> 00:02:20,723","Things are definitely moving along quicker and we're starting to address a lot of potential ways to help make production go smoothly","事情確實推進得更快了，我們也開始處理很多可能讓製作更順的方法。"
"00:02:20,723 --> 00:02:23,963","and on a lower budget than it's looking like it could.","而且預算也要比原本看起來更低。"
"00:02:24,800 --> 00:02:29,655","Schafer: There's scope and then there's money, then there's efficiencies.","Schafer：有範圍問題，有錢的問題，也有效率的問題。"
"00:02:29,718 --> 00:02:33,538","And I've never seen this solved any other way than all of the above.","我從沒看過這種事能靠其中一項解決，一定是全部都要做。"
"00:02:33,540 --> 00:02:34,900","Stamos: Yeah. Schafer: You know what I mean?","Stamos：對。Schafer：你懂我的意思吧？"
"00:02:34,900 --> 00:02:38,460","Some scope reduction, some efficiency improvements, some extra money.","縮一點範圍、提升一點效率、再多弄一點錢。"
"00:02:38,680 --> 00:02:40,380","We've been working on simplifying some stuff.","我們一直在簡化一些東西。"
"00:02:40,380 --> 00:02:44,025","J.P.'s come on and we've been trying to look at things in the spaceship we can simplify.","J.P. 加進來之後，我們一直在看太空船裡有哪些東西可以簡化。"
"00:02:44,025 --> 00:02:47,125","We cut some room, cut the teleporter rooms, cut some simple stuff.","我們砍了一些房間、砍掉傳送室，也砍了一些簡單的東西。"
"00:02:47,125 --> 00:02:51,445","But it's more like an ongoing thing, simplifying it as we go.","但這比較像是持續進行的事，一邊做一邊簡化。"
"00:02:51,840 --> 00:02:57,552","You know, you want to make the game, most of the backers I think would be unanimous in saying they want a great game, right?","你知道，我們想把遊戲做出來，而大多數贊助者應該都會一致說，他們想要一款很棒的遊戲，對吧？"
"00:02:57,555 --> 00:03:04,372","So they're trusting me to use the judgment of like how much to cut that still makes it a great game.","所以他們是在相信我的判斷，相信我知道要砍到什麼程度，還能讓它是一款好遊戲。"
"00:03:04,890 --> 00:03:10,226","And they don't want us to cut more than that, so we just have to, we've been working on that problem.","他們也不希望我們砍超過那個程度，所以我們一直在處理這個問題。"
"00:03:11,040 --> 00:03:14,340","Bailey: I'm not privy to what's actually going on in the scoping side right now.","Bailey：我現在不太清楚範圍調整那邊實際上的進展。"
"00:03:14,340 --> 00:03:17,622","Although I hear that they're, they're making some progress.","不過我聽說他們有一些進展。"
"00:03:17,622 --> 00:03:25,967","On the funding side I was able to bring in a few deals that don't require any kind of creative control.","資金方面，我談成了幾個不需要交出創意控制權的合作。"
"00:03:26,290 --> 00:03:35,455","So like Brutal Legend PC, which to me is potentially, you know, better on PC than it would be on console, because it's an RTS.","像是《Brütal Legend》PC 版，對我來說，它在 PC 上可能比主機上更好，因為它是 RTS。"
"00:03:35,455 --> 00:03:37,161","It has RTS elements.","它有 RTS 元素。"
"00:03:37,161 --> 00:03:41,988","It's never actually been released and it's got, you know, huge amount of music already licensed in it","它其實從來沒發行過，而且裡面已經授權了大量音樂。"
"00:03:41,989 --> 00:03:48,529","So we moved that up and you know, we're looking to release that pretty soon.","所以我們把那個往前排，打算很快推出。"
"00:03:48,858 --> 00:03:53,698","And all or, no, some or all of those profits will probably go back to Red's.","那些利潤全部，呃，不，部分或全部大概會回到 Red’s。"
"00:03:54,160 --> 00:03:59,627","Schafer: I mean...for one of our other games, he found a licensing deal in Korea","Schafer：我是說……我們另一款遊戲，他在韓國找到一個授權合作。"
"00:03:59,640 --> 00:04:02,269","So there's extra money and revenue that can come in through that.","所以那邊也能帶來額外的錢和收入。"
"00:04:02,269 --> 00:04:07,409","And that's the kind of stuff I would never have, I can't whip up a Korean licensing deal on my own, I'd have no idea.","這種事我根本做不來，我沒辦法自己變出一個韓國授權案，完全不知道該怎麼辦。"
"00:04:07,460 --> 00:04:10,080","How do you, who do you even call? Do you know any-?","你要怎麼……你到底該打給誰？你認識什麼……？"
"00:04:10,420 --> 00:04:16,914","We got such a response to Majus's print from the last episode that we can now, now selling the print.","上一集 Majus 的版畫反應很好，所以我們現在可以賣那張版畫。"
"00:04:16,914 --> 00:04:21,654","Each one is a new line of dialogue that I can put in the game, so think about it that way.","每賣一張，就等於我能在遊戲裡多放一句新對白，你們就這樣想。"
"00:04:21,860 --> 00:04:25,577","Bailey: I don't know how much money is actually going to be enough.","Bailey：我不知道到底多少錢才真的夠。"
"00:04:25,760 --> 00:04:28,580","So for me, like my mandate is more.","所以對我來說，我的任務就是弄更多錢。"
"00:04:28,580 --> 00:04:34,800","Because I want Tim to be able to completely check out and when he feels the game's done, then it's done.","因為我希望 Tim 可以完全照自己的判斷來，當他覺得遊戲完成了，那才算完成。"
"00:04:36,940 --> 00:04:38,580","Stamos: New addition to my office.","Stamos：我辦公室的新東西。"
"00:04:39,240 --> 00:04:40,440","It's pretty exciting.","滿令人興奮的。"
"00:04:40,800 --> 00:04:42,160","There's nothing much on it yet.","上面還沒什麼東西。"
"00:04:42,160 --> 00:04:45,900","Oh, except there's a red milestone right there.","喔，除了那邊有一個紅色里程碑。"
"00:04:46,541 --> 00:04:48,081","I want to see how that goes.","我想看看那會怎麼發展。"
"00:04:48,081 --> 00:04:51,871","We're working on all kinds of things throughout the whole studio.","整個工作室都在做各式各樣的事。"
"00:04:51,880 --> 00:04:58,120","But when it comes to Red's we're I come in as more of a ""how can we control costs?""","但說到 Red’s，我比較像是從「我們要怎麼控制成本？」這個角度加入。"
