"Timecode","Content","Content_zh"
"00:00:21,820 --> 00:00:31,379","Stamos: Just even taking like what's the new schedule out of it for a second, it's like can we finish the game for, you know, the remaining amount of money?","Stamos：先不談新時程這件事，問題是我們能不能用剩下的錢把遊戲做完？"
"00:00:31,380 --> 00:00:38,827","Because I think we're in a situation where we need to significantly increase our funding for this game.","因為我覺得我們現在的狀況是，必須大幅增加這款遊戲的資金。"
"00:00:38,827 --> 00:00:42,067","Or significantly reduce the scope of the game.","不然就得大幅縮小遊戲規模。"
"00:00:42,838 --> 00:01:12,380","[Music] Rice: OK.","[音樂] Rice：好。"
"00:01:12,380 --> 00:01:15,936","Stamos: That said, really talking about the overall schedule.","Stamos：也就是說，我們其實是在談整體時程。"
"00:01:15,936 --> 00:01:19,696","Right now the overall schedule for Red's is posted as April.","目前 Red’s 的整體時程是排在四月。"
"00:01:20,847 --> 00:01:28,124","And I think there's a sense from the team that that's not actually a feasible timeframe.","但我覺得團隊其實覺得，那個時間不太可行。"
"00:01:29,100 --> 00:01:33,938","Min: I think, I think just the larger goal is when, like hey, when's our Alpha?","Min：我想，更大的目標就是，嘿，我們的 Alpha 是什麼時候？"
"00:01:33,940 --> 00:01:34,639","What's that mean?","那代表什麼？"
"00:01:34,640 --> 00:01:36,322","When's our Beta?","Beta 是什麼時候？"
"00:01:36,322 --> 00:01:37,395","When do we ship?","我們什麼時候推出？"
"00:01:37,400 --> 00:01:38,940","When's that, our big trailer coming.","那支大預告什麼時候出來？"
"00:01:38,940 --> 00:01:43,041","Those are sort of like, like the few hi level stuff that I like to kind of get an idea of.","這些算是我想先掌握的幾個大方向。"
"00:01:43,041 --> 00:01:44,779","When are the ports coming online?","各平台移植什麼時候會上線？"
"00:01:44,780 --> 00:01:51,740","So it does worry me, because that does make a big difference in terms of what to do now.","所以這確實讓我擔心，因為那會大大影響現在該做什麼。"
"00:01:52,239 --> 00:01:55,819","Crook: And for me, like dates and things, just working here for this long...","Crook：對我來說，日期之類的事，在這裡工作這麼久……"
"00:01:55,820 --> 00:02:02,680","I've just gotten used to things change and so I don't freak out.","我已經習慣事情會變，所以不會抓狂。"
"00:02:02,680 --> 00:02:10,120","And I think, you know, there were times where it was, yeah, we've had people freak out and like leave because they freaked out.","我想，以前確實有過大家抓狂，甚至有人抓狂到離開的時候。"
"00:02:10,120 --> 00:02:16,880","And so I kind of learned that, you just sort of, we'll figure it out.","所以我學到的是，你就是先做下去，我們總會想出辦法。"
"00:02:17,280 --> 00:02:24,760","Stamos: Not enough of work has been done for the team to have confidence that they're really halfway through.","Stamos：目前完成的工作還不夠，團隊沒辦法有信心說真的已經做到一半。"
"00:02:24,760 --> 00:02:31,052","Stamos: And I think there's a lot of work to do still, to understand really what the scope is,","Stamos：我覺得還有很多工作要做，才能真正理解範圍有多大，"
"00:02:31,060 --> 00:02:33,500","but it's coming into, it's coming into view.","但它正在慢慢變清楚。"
"00:02:34,931 --> 00:02:38,571","I think it's expanded a lot from what they originally thought.","我覺得它比他們一開始想的擴大很多。"
"00:02:39,569 --> 00:02:47,754","And when projects evolve like that, you need to really reevaluate the plans.","專案發展成那樣時，就真的需要重新評估計畫。"
"00:02:47,754 --> 00:02:52,851","So having a clear plan in place that you can iterate on is a good start.","所以先有一個清楚、可以反覆調整的計畫，是好的開始。"
"00:02:52,851 --> 00:03:01,533","So I want to get like the tools in place and help Greg get the tools in place to have that, so that there's a plan that he can easily iterate on.","所以我想把工具準備好，也幫 Greg 把工具準備好，讓他有一份能輕鬆反覆調整的計畫。"
"00:03:01,533 --> 00:03:03,673","So that's mostly what I'm helping with.","這大概就是我主要在幫忙的事。"
"00:03:03,981 --> 00:03:10,865","Stamos: Job number one is to make this game awesome, because it's just too important to do anything else.","Stamos：第一要務就是把這款遊戲做得很棒，因為它太重要了，其他事都得讓路。"
"00:03:11,363 --> 00:03:16,123","First steps first is to figure out at least where we're landing.","第一步至少要先弄清楚我們大概會落在哪裡。"
"00:03:18,160 --> 00:03:21,460","And so that's not pick a date and work back from that.","所以不是先挑一個日期，再往回推。"
"00:03:21,460 --> 00:03:23,969","It is more of a bottoms-up.","比較像是由下而上估算。"
"00:03:23,969 --> 00:03:30,446","Let's map out everything that we know about the game and then really see how long it will take.","我們把已知的遊戲內容全部列出來，再真正看需要多久。"
"00:03:30,446 --> 00:03:33,180","Schafer: Like can we do that before this milestone is over or after?","Schafer：像是我們能在這個里程碑結束前做到嗎？還是要之後？"
"00:03:33,309 --> 00:03:41,560","'Cause what we'll find out in this milestone is if we can bring, if we can bring, Cloud Colony to Alpha to Beta that'll mean something.","因為這個里程碑會讓我們知道，如果能把 Cloud Colony 做到 Alpha、甚至 Beta，那就有意義。"
"00:03:41,560 --> 00:03:43,216","Not the end of all our problems, but it'll mean something.","不代表所有問題都解決了，但會有意義。"
"00:03:43,588 --> 00:03:48,958","If we can't bring it to Beta, that'll be even more informative in a way.","如果我們沒辦法把它做到 Beta，那某種程度上會更有參考價值。"
"00:03:48,958 --> 00:03:53,160","Schafer: But I never believe that we're going to be late, but I've been late before, a couple times.","Schafer：我從來不相信我們會延期，但我以前確實延期過幾次。"
"00:03:54,100 --> 00:03:56,120","Three or four. Every time, most of the times.","三、四次吧。每次，幾乎每次。"
"00:03:56,120 --> 00:04:02,261","So we really want to prove that we can get the Cloud Colony done this month so we can prove that we're, we're picking up the pace","所以我們真的想證明這個月能完成 Cloud Colony，證明我們正在加快速度，"
"00:04:02,261 --> 00:04:04,481","and we're, you know, we can finish stuff.","而且我們，你知道，我們能把東西做完。"
"00:04:05,121 --> 00:04:09,604","Schafer: It's great. I mean this is what I've been waiting for, it's been really frustrating to be in the writing cave","Schafer：這很棒。這就是我一直在等的事，一直待在寫作洞裡真的很挫折，"
"00:04:09,604 --> 00:04:11,247","and the designing cave for a long time.","還有設計洞裡，待了很久。"
"00:04:11,247 --> 00:04:16,456","'Cause it's like work's being done on the game and I'm not participating in it.","因為大家一直在做遊戲，但我沒有參與。"
"00:04:16,459 --> 00:04:21,439","and now I'm getting much more, being much more participatory.","現在我更能實際參與了。"
"00:04:22,219 --> 00:04:29,283","And I feel like, I feel like I'm able to point at what needs to get done and push on it to get it done more.","我覺得我能指出哪些事需要完成，然後推動它們完成。"
"00:04:29,900 --> 00:04:36,139","Schafer: There's two things like for me, now the first one was pretty much the same as this is, but it's just like harder to list out.","Schafer：對我來說有兩件事。第一件其實跟這個差不多，只是比較難列出來。"
"00:04:36,140 --> 00:04:37,793","Things that I'm looking to find answers for.","也就是我想找到答案的事情。"
"00:04:37,800 --> 00:04:40,780","'Cause I want find answers to almost everything, like is the game working?","因為我幾乎什麼都想找答案，例如遊戲有沒有成立？"
"00:04:40,780 --> 00:04:41,848","Is the game right?","這款遊戲方向對嗎？"
"00:04:41,848 --> 00:04:46,968","Is it, like you have this feeling after the sprint and like that's exactly what the game's going to look like,","是不是像 sprint 結束後，你會有種感覺：對，遊戲大概就會長這樣，"
"00:04:47,383 --> 00:04:50,223","but as far, as close as we can except for the things that are obviously we can't.","除了那些明顯做不到的部分，其他都盡量接近。"
"00:04:50,223 --> 00:04:50,848","That's the first one.","那是第一件事。"
"00:04:50,848 --> 00:04:54,511","The second one sounds like, it sounds like a disagreement but it's not a disagreement.","第二件聽起來像是意見不同，但其實不是。"
"00:04:54,520 --> 00:04:56,400","It's really just working at it from the other end.","只是從另一個方向來看這件事。"
"00:04:56,400 --> 00:04:58,337","It's that I really want the Cloud Colony be done.","就是我真的希望 Cloud Colony 能完成。"
"00:04:58,340 --> 00:05:01,801","I mean like done with the Cloud Colony, 'cause we've been working on it for long time","我的意思是完成 Cloud Colony，因為我們已經做很久了，"
"00:05:01,801 --> 00:05:03,309","and we have a lot of other areas to get to.","而且還有很多其他區域要做。"
"00:05:03,309 --> 00:05:08,834","And so I want to have it be, as much as possible, have the approach of like we're not coming back to the Cloud Colony.","所以我希望盡可能用「我們不會再回頭做 Cloud Colony」的心態來處理。"
