"Timecode","Content","Content_zh"
"00:00:32,655 --> 00:00:35,274","Schafer: I need to get accustomed to money being around.","Schafer：我得習慣身邊有錢的感覺。"
"00:00:35,274 --> 00:00:37,002","That's the thing.","就是這樣。"
"00:00:37,002 --> 00:00:41,029","This is for the therapy, the physical therapy of getting me used to actually not being afraid of money.","這是治療，讓我從身體上習慣真的不怕錢。"
"00:00:41,029 --> 00:00:43,249","Offscreen voice: Richard Branson does the same thing.","畫外音：Richard Branson 也這樣做。"
"00:00:43,249 --> 00:00:46,755","Schafer: Ah! You guys, what is this stuff that's all over me?","Schafer：啊！你們幾個，這些沾滿我全身的是什麼東西？"
"00:00:46,755 --> 00:00:48,287","Offscreen voice: Beautiful.","畫外音：漂亮。"
"00:00:48,287 --> 00:00:49,552","Schafer: I can't apply it to myself..","Schafer：我沒辦法自己塗……"
"00:00:49,552 --> 00:00:50,632","Offscreen voice: Oh my God.","畫外音：天啊。"
"00:00:50,632 --> 00:00:52,113","Schafer: I can't self-terminate.","Schafer：我沒辦法自我終結。"
"00:00:52,113 --> 00:00:53,470","Offscreen voice: Help me apply money.","畫外音：幫我塗錢。"
"00:00:53,470 --> 00:00:55,872","Schafer: I can't self-monetize.","Schafer：我沒辦法自我變現。"
"00:01:23,360 --> 00:01:27,120","Schafer: So this is a more recent, uh point-and-click adventure game.","Schafer：這是一款比較新的，呃，點擊式冒險遊戲。"
"00:01:27,186 --> 00:01:29,962","I have to show you someone else's, because I haven't made one in a long time.","我得拿別人的給你們看，因為我很久沒做這類遊戲了。"
"00:01:29,962 --> 00:01:31,565","I used to make them back in the '90s.","我以前 90 年代做過這種。"
"00:01:31,565 --> 00:01:33,569","This is Machinarium.","這是《Machinarium》。"
"00:01:33,569 --> 00:01:35,512","You role play this little robot and you click around.","你扮演這個小機器人，到處點來點去。"
"00:01:35,512 --> 00:01:41,245","And these kind of games, you walk the character around by clicking on the ground somewhere and pull on this handle here.","這類遊戲就是點地上的某個地方讓角色走過去，再拉這裡的把手。"
"00:01:41,245 --> 00:01:43,987","And then I can make this mine cart come through the room.","然後我就能讓這台礦車穿過房間。"
"00:01:43,987 --> 00:01:45,529","Shahani: I'm sorry. What's that?","Shahani：不好意思，那是什麼？"
