"Timecode","Content","Content_zh"
"00:00:24,600 --> 00:00:25,700","Bailey: Directed towards, yeah.","Bailey：是朝那個方向，對。"
"00:00:34,840 --> 00:00:35,555","Well, it's complicated.","嗯，這很複雜。"
"00:00:35,560 --> 00:00:44,439","Like that's, that is the question, that was my question for me and like, I mean a definite like, I'm definitely looking for a solution like this","對，那就是問題，也是我自己一直在問的問題。我確實在找這樣的解法。"
"00:00:44,440 --> 00:00:53,890","in order to not have the game, you know, come out, you know, a year from now and, because I don't know where that money will come from","這樣才不會讓遊戲拖到一年後才推出，因為我不知道那筆錢要從哪裡來。"
"00:00:53,890 --> 00:00:55,550","and what we'll have to do to get it.","也不知道我們得做什麼才能拿到。"
"00:00:55,820 --> 00:01:25,620","[Music] Schafer: Anything else happen with Broken Age last week during GDC?","[音樂] Schafer：上週 GDC 期間，《Broken Age》還有發生什麼事嗎？"
"00:01:25,620 --> 00:01:26,856","Kipnis: Nice work hosting there.","Kipnis：你主持得很不錯。"
"00:01:26,860 --> 00:01:27,655","Schafer: Thank you, thank you.","Schafer：謝謝，謝謝。"
"00:01:27,660 --> 00:01:29,100","Thank you, thank you.","謝謝，謝謝。"
"00:01:29,100 --> 00:01:31,640","Schafer: But what is beauty in a game?","Schafer：但遊戲中的美是什麼？"
"00:01:32,040 --> 00:01:35,211","Is it the most realistic depiction of a human?","是最寫實的人類描繪嗎？"
"00:01:35,220 --> 00:01:39,170","Is it some sort of expressive stylized perspective on a reality?","是某種對現實的風格化詮釋嗎？"
"00:01:39,170 --> 00:01:41,092","Is it, it is polygon count?","是多邊形數量嗎？"
"00:01:41,382 --> 00:01:44,142","The answer is polygon count.","答案就是多邊形數量。"
"00:01:44,142 --> 00:01:46,162","OK. Awesome. Well, great.","好，太棒了。很好。"
"00:01:46,162 --> 00:01:51,440","Now that that is settled let's check out these nominees for the award for Best Visual Arts.","既然這點解決了，我們來看看最佳視覺藝術獎的入圍作品。"
"00:01:53,240 --> 00:01:54,944","Schafer: I'm just glad that was over.","Schafer：我只是很高興那終於結束了。"
"00:01:54,944 --> 00:01:58,170","Petty: The Advisory Board, all, even people like Chris Hecker said you were really good.","Petty：顧問委員會的人，甚至像 Chris Hecker 這樣的人，都說你表現很好。"
"00:01:58,170 --> 00:01:59,537","Schafer: Even Chris Hecker?","Schafer：連 Chris Hecker 都這麼說？"
"00:01:59,540 --> 00:02:03,740","Kipnis: Even Chris, Schafer: He didn't say I was like two Cliffy B's taped together or anything like that?","Kipnis：連 Chris 都這麼說。Schafer：他沒說我像兩個 Cliffy B 被膠帶黏在一起之類的嗎？"
"00:02:04,757 --> 00:02:08,661","Chris Hecker joke. No.","Chris Hecker 的玩笑。沒有。"
"00:02:08,661 --> 00:02:10,761","That's a really insider thing.","這真的是很圈內的梗。"
"00:02:24,065 --> 00:02:30,954","[Applause] Team Member: And then Greg doing work with Broken Age","[掌聲] 團隊成員：還有 Greg 做《Broken Age》的工作，"
"00:02:30,954 --> 00:02:35,963","and all the PR stuff around GDC, I think he especially liked seeing that trailer roll out.","以及 GDC 前後所有的公關工作。我想他特別喜歡看到那支預告公開。"
"00:02:35,963 --> 00:02:37,068","It kind of gave me chills.","那真的讓我起雞皮疙瘩。"
"00:02:37,068 --> 00:02:37,988","It was cool, Greg.","很酷，Greg。"
"00:02:37,988 --> 00:02:38,780","Schafer: That was awesome.","Schafer：太棒了。"
"00:02:38,780 --> 00:02:42,977","And in our forums it was like, it was funny to see how many people were touched by the line about the 90,000 closest friends.","在我們的論壇上，看到那麼多人被「九萬位最親密的朋友」那句打動，還滿有意思的。"
"00:02:43,473 --> 00:02:45,504","Like a lot of people were like, I was crying when I saw that.","很多人都說：「我看到那段就哭了。」"
"00:02:45,504 --> 00:02:47,884","And I was like, oh man, i'm glad we tossed that in there.","我就想，天啊，還好我們把那句放進去了。"
"00:02:47,884 --> 00:02:56,551","I didn't think... Bailey: Yeah, after the trailer's released, just watching the reaction of the crowd, it was pretty surreal.","我沒想到……Bailey：對，預告公開後，光是看觀眾的反應就很不真實。"
"00:02:56,560 --> 00:03:04,692","And you know, I had the benefit of also, I think the viewers had the benefit of watching the reaction of the team, I think was also amazing.","而且觀眾也能看到團隊的反應，我覺得那也很棒。"
"00:03:04,700 --> 00:03:10,820","So it's right in line with, you know, something big.","所以這確實讓人覺得，我們正在做一件大事。"
"00:03:11,320 --> 00:03:16,160","I think it gave a lot of people chills and you know, I think we're onto something special here.","我想那讓很多人起雞皮疙瘩，也讓人覺得我們真的做出特別的東西了。"
"00:03:17,301 --> 00:03:19,061","Rice: Yeah, we had a lot of stuff last month.","Rice：對，我們上個月真的忙了很多事。"
"00:03:19,061 --> 00:03:21,621","That seems like it was like five months ago, though.","但感覺像是五個月前的事了。"
"00:03:22,260 --> 00:03:23,880","But yeah, it was good.","不過對，還不錯。"
"00:03:24,500 --> 00:03:28,400","It was nice to be able to talk about it publicly, get the game out there a little bit more.","能公開談這款遊戲、讓更多人看到它，感覺很好。"
"00:03:28,520 --> 00:03:29,540","People seem excited.","大家看起來都很興奮。"
"00:03:30,120 --> 00:03:32,480","Schafer: Thanks for coming, everybody.","Schafer：謝謝大家來。"
"00:03:33,032 --> 00:03:34,779","And are there any backers of our project here?","現場有我們這個專案的贊助者嗎？"
"00:03:34,779 --> 00:03:37,479","Backers? [Cheering].","贊助者？[歡呼聲]"
"00:03:37,620 --> 00:03:39,109","Rice: I heard nothing but positive things.","Rice：我聽到的全都是正面反應。"
"00:03:39,109 --> 00:03:49,429","I even like tried to dig for bad things, like I always do, even though I like hate looking at certain message forums and message boards","我甚至像平常一樣刻意去挖負面意見，雖然我很討厭看某些論壇和留言板，"
"00:03:49,429 --> 00:03:51,810","and comments in certain websites.","還有某些網站上的留言。"
"00:03:51,900 --> 00:03:58,184","But like you do it just to see what people are saying and to know all aspects of what people are saying about the game.","但你還是會去看，為了知道大家在說什麼，了解大家對遊戲的各種看法。"
"00:03:58,480 --> 00:04:03,260","And the places that usually people are pretty harsh, they all seemed pretty positive.","平常大家比較嚴厲的地方，這次看起來也都挺正面。"
"00:04:06,891 --> 00:04:09,451","Schafer: And we're finally on the cover of Game Informer!","Schafer：我們終於登上 Game Informer 封面了！"
"00:04:09,460 --> 00:04:13,400","What? Batman?","什麼？蝙蝠俠？"
"00:04:14,260 --> 00:04:15,980","Where is it, where is it?","在哪裡，在哪裡？"
"00:04:16,820 --> 00:04:17,928","Oh, here it is.","喔，找到了。"
"00:04:17,928 --> 00:04:19,588","Delivering on a Kickstarter promise.","履行 Kickstarter 承諾。"
"00:04:19,588 --> 00:04:21,808","That's nice. Good.","很好，不錯。"
"00:04:23,320 --> 00:04:24,180","Here, Oliver.","Oliver，給你。"
"00:04:25,260 --> 00:04:27,010","Here's one for you. Franzke: Thanks.","這本給你。Franzke：謝謝。"
"00:04:27,010 --> 00:04:27,718","Schafer: Takes the cake.","Schafer：真是厲害。"
"00:04:27,720 --> 00:04:28,620","Head in the clouds.","人在雲端。"
"00:04:33,280 --> 00:04:34,420","Here, want one of these?","來，要拿一本嗎？"
"00:04:34,960 --> 00:04:35,860","Kipnis: What is it?","Kipnis：那是什麼？"
"00:04:36,580 --> 00:04:37,940","Schafer: It's our article, Game Informer.","Schafer：是我們的報導，Game Informer。"
"00:04:40,020 --> 00:04:42,380","Schafer: See if you can find it, see if you can find it.","Schafer：看能不能找到，看看能不能找到。"
"00:04:42,880 --> 00:04:45,142","There's a special article I wrote about you in there.","裡面有一篇我寫你的特別報導。"
"00:04:45,142 --> 00:04:45,942","Schafer: Can I drop these off?","Schafer：我可以把這些放這裡嗎？"
"00:04:46,600 --> 00:04:50,021","Game Informer, Double Fine, yay, they came.","Game Informer、Double Fine，耶，他們寄來了。"
"00:04:50,080 --> 00:04:51,580","I heard you tearing through the script.","我聽說你很快就把劇本錄完了。"
"00:04:51,580 --> 00:04:54,480","Petty: I was just, Schafer: One take Petty.","Petty：我只是……Schafer：一鏡到底 Petty。"
"00:04:55,460 --> 00:04:59,272","Petty: There were a few improvised lines about anal dildos, but no, there weren't.","Petty：我即興加了幾句肛門假陽具的台詞，不過沒有啦，其實沒有。"
"00:04:59,800 --> 00:05:00,640","Just kidding.","開玩笑的。"
"00:05:00,640 --> 00:05:02,687","Schafer: Thanks for pointing that out, 'cause the camera's here.","Schafer：謝謝你指出這點，因為攝影機在這裡。"
"00:05:03,560 --> 00:05:05,540","Petty: Hey Paul! Whenever Paul's around I think of anal dildos.","Petty：嘿，Paul！每次 Paul 在旁邊，我就會想到肛門假陽具。"
"00:05:05,540 --> 00:05:06,460","Schafer: He's kidding.","Schafer：他在開玩笑。"
"00:05:06,460 --> 00:05:08,280","Those anal dildo lines are written in the script.","那些肛門假陽具的台詞本來就寫在劇本裡。"
"00:05:08,700 --> 00:05:10,580","He's always taking credit for the best stuff.","他老是把最好的東西都攬成自己的功勞。"
"00:05:11,700 --> 00:05:15,025","Schafer: You probably heard of the company's outrageously successful Kickstarter campaign.","Schafer：你可能聽過這家公司那個成功得離譜的 Kickstarter 募資專案。"
"00:05:15,560 --> 00:05:17,320","Offscreen Voice: Hey, he's walking through the whole intro.","畫外音：嘿，他把整段開場都講出來了。"
"00:05:18,100 --> 00:05:19,421","Schafer: Surprise party's waiting for her.","Schafer：驚喜派對在等她。"
