"Timecode","Content","Content_zh"
"00:00:24,975 --> 00:00:27,187","Offscreen Voice: Tomorrow, how's it going to play out?","畫外音：明天會怎麼走？"
"00:00:27,187 --> 00:00:35,221","Schafer: We're going to, let's see, tomorrow, come in here, push the button, there's a big plastic button in the middle of the room.","Schafer：我們明天會，讓我想想，來這裡按按鈕，房間中央有個大型塑膠按鈕。"
"00:00:35,221 --> 00:00:38,567","We all push it at the same time, put our hands in and then push it.","大家同時按，把手伸過去，然後一起按。"
"00:00:38,567 --> 00:00:39,726","We totally should have that.","我們真的該弄一個。"
"00:00:39,726 --> 00:00:47,019","That'd be much more dramatic than like Greg sitting at his desk and Chris and then they tap and then they're like, OK.","那比 Greg 坐在桌前，Chris 也在，然後他們點一下說「好了」有戲劇性多了。"
"00:00:47,019 --> 00:00:48,299","It's off.","上線了。"
"00:00:51,565 --> 00:00:52,865","But that's the way it's going to go.","但實際上就是會那樣。"
"00:00:53,560 --> 00:01:22,000","[Music] Gardner: There's so much animation that needs to be polished.","[音樂] Gardner：有太多動畫需要打磨。"
"00:01:22,000 --> 00:01:26,469","Crook: Well, well, there's a lot that's, that's done, but it's just not in.","Crook：嗯，有很多其實已經做完了，只是還沒放進去。"
"00:01:26,469 --> 00:01:27,666","Somewhat slow going.","進度有點慢。"
"00:01:27,666 --> 00:01:32,212","Schafer: OK. Does anyone want to say anything about the schedule?","Schafer：好，有人想談談時程嗎？"
"00:01:32,212 --> 00:01:34,232","Like how easy it looks?","比方說看起來有多簡單？"
"00:01:35,161 --> 00:01:37,565","Rice: But yeah, there's a lot to do in two months left.","Rice：只剩兩個月了，還有很多事要做。"
"00:01:37,565 --> 00:01:40,682","Schafer: Where's the warmest spot in this, in this office?","Schafer：這裡最暖和的地方在哪？"
"00:01:40,682 --> 00:01:42,329","Crook: Just snuggle up to me.","Crook：靠過來抱我就好。"
"00:01:42,329 --> 00:01:45,014","Crook: This sweater and, Schafer: Oh, wow.","Crook：這件毛衣還有，Schafer：喔，哇。"
"00:01:45,014 --> 00:01:46,654","He's so warm in there.","他在裡面好暖和。"
"00:01:47,609 --> 00:01:48,806","Look at you, you look like a longshoreman.","看看你，你看起來像碼頭工人。"
"00:01:48,806 --> 00:01:50,091","Crook: I was so cold yesterday.","Crook：我昨天冷死了。"
"00:01:50,091 --> 00:01:52,181","Schafer: You're like a lumberjack, like a lumberjack by the sea.","Schafer：你像個伐木工，像海邊的伐木工。"
"00:01:52,181 --> 00:01:54,936","I just need to be by Anna's heater.","我只需要待在 Anna 的暖爐旁邊。"
"00:01:54,936 --> 00:01:58,357","Schafer: Hey, is this thing even on?","Schafer：嘿，這東西有開嗎？"
"00:01:58,357 --> 00:02:00,420","Kipnis: You want it on? Here.","Kipnis：你想開嗎？來。"
"00:02:00,420 --> 00:02:02,300","Schafer: Gather 'round the fire, everybody.","Schafer：大家圍到火邊來。"
"00:02:04,110 --> 00:02:05,359","Rice: We each should have a little fire.","Rice：我們每個人都該有一小團火。"
"00:02:05,359 --> 00:02:07,276","Schafer: Hello. Is everyone here?","Schafer：嗨，大家都到了嗎？"
"00:02:07,276 --> 00:02:08,695","We'll have him, quick. OK, anyways.","我們很快讓他過來。好，總之。"
"00:02:08,695 --> 00:02:10,473","Hey, everybody. What are you doing?","嘿，各位。你們在做什麼？"
"00:02:10,473 --> 00:02:11,655","Mr. Petty, what have you been working on?","Petty 先生，你最近在忙什麼？"
"00:02:11,655 --> 00:02:14,950","Petty: What we're doing up until, for the next couple weeks is getting all the new content","Petty：接下來幾週我們要做的事，就是把所有新內容都放進去。"
"00:02:14,950 --> 00:02:17,149","and, which I think in art, there's very little new content.","不過以美術來說，我覺得新內容其實很少。"
"00:02:17,149 --> 00:02:20,571","It's mainly us repainting and polishing and refining.","主要是在重畫、打磨和調整。"
"00:02:20,571 --> 00:02:22,951","Ryken: Yeah, we're coming down to the wire but it's going good.","Ryken：對，已經到最後關頭了，但進展還不錯。"
"00:02:23,240 --> 00:02:25,740","I'm working on little fix-y things.","我在處理一些小修小補。"
"00:02:25,743 --> 00:02:29,543","Things that were painted really crappily and are now, I'm in the time to polish up.","那些畫得很糟的東西，現在終於輪到我來打磨了。"
"00:02:29,640 --> 00:02:30,590","Schafer: Bagel's right here.","Schafer：Bagel 就在這裡。"
"00:02:30,590 --> 00:02:31,496","Ryken: Yes, yes.","Ryken：對，對。"
"00:02:31,760 --> 00:02:32,774","I'm fixing, Petty: You better be referring to other work.","Ryken：我在修，Petty：你最好是在說別人的東西。"
"00:02:32,774 --> 00:02:35,574","Ryken: I'm fixing the things that Bagel's ""fixing"", right now.","Ryken：我現在正在修 Bagel「修好」的東西。"
"00:02:38,105 --> 00:02:41,390","Ryken: We're just getting down to the point where, [Offscreen Voice]","Ryken：我們現在已經進到那個階段，就是……[畫外音]"
"00:02:41,390 --> 00:02:42,070","Ryken: What?","Ryken：什麼？"
"00:02:43,220 --> 00:02:45,260","Ryken: Oh, look at that! That's crazy.","Ryken：喔，看看那個！太扯了。"
"00:02:45,260 --> 00:02:46,571","Didn't I just do that. Petty: Yeah.","我剛剛不是才做過嗎？Petty：對啊。"
"00:02:47,400 --> 00:02:48,719","Ryken: He's so fast, man.","Ryken：老兄，他動作也太快了。"
"00:02:49,800 --> 00:02:51,131","You have the rim light working on him?","你把他身上的輪廓光弄好了嗎？"
"00:02:51,340 --> 00:02:53,040","Man, maybe I'm just slow.","老兄，也許只是我太慢了。"
"00:02:54,379 --> 00:02:58,815","Petty: In some cases we're repeating characters, because now that we see like the range of what they did,","Petty：有些角色我們會重做，因為現在看得出來它們需要做到什麼程度。"
"00:02:58,815 --> 00:03:01,954","like we repainted a Mog Chothra, Levi did for like the third time.","像 Mog Chothra，我們就重畫了，大概是 Levi 第三次畫了。"
"00:03:01,954 --> 00:03:05,929","And part of that is because his presence in the game was much bigger than when we originally painted him.","其中一部分原因是，他在遊戲裡的存在感比我們一開始畫他時大得多。"
"00:03:05,929 --> 00:03:10,099","And the type of stuff he needs to do for like the boss battle or for these other areas","而且他在 boss 戰或其他區域需要做的動作，"
"00:03:10,099 --> 00:03:14,510","is a greater range of movement and a lot more close-ups and has various mouth states.","需要更大的動作範圍、更多特寫，還有各種嘴型狀態。"
"00:03:14,510 --> 00:03:21,907","So the best thing to do is like sometimes you can keep patching asset, but sometimes it's best to just go, wipe that clean.","所以最好的做法是，有時候可以繼續補素材，但有時候乾脆重來比較好。"
"00:03:21,907 --> 00:03:24,254","And we know exactly how it's going to be used now, just repaint it.","現在我們很清楚它會怎麼用，就直接重畫。"
"00:03:24,254 --> 00:03:25,755","So that's pretty much what we did.","所以我們差不多就是這麼做的。"
"00:03:25,755 --> 00:03:28,520","And it'll pay off, because he has a lot of screen time.","這會值得的，因為他的出場時間很多。"
"00:03:28,520 --> 00:03:31,098","Ryken: Yeah, we're not as pressed as the animators.","Ryken：對，我們不像動畫師那麼趕。"
"00:03:31,098 --> 00:03:39,174","We kind of just listen to them, working their ass off over there while we kind of just pretty things up.","我們就聽著他們在那邊拚命趕工，而我們只是把東西弄漂亮一點。"
"00:03:39,174 --> 00:03:43,170","Gardner: Today I'm trying to get this scene in, 'cause it's such a big one.","Gardner：今天我想把這個場景做進去，因為這場戲規模很大。"
"00:03:43,170 --> 00:03:47,317","It's going to be a series of like four different cut scenes that we put together in the game.","這會是我們放進遊戲裡、由四段不同過場動畫組成的一整段。"
"00:03:47,317 --> 00:03:51,080","And like none of those are in the game right now, and that's like, really close to shipping.","但那些現在一段都還沒進遊戲，而我們已經非常接近發行了。"
"00:03:51,080 --> 00:03:53,419","So it's like this last, bit of time.","所以就是剩下最後這一點時間。"
"00:03:53,585 --> 00:03:58,020","Just like every other department, we're all kinda just like rushing through everything.","就像其他部門一樣，我們大家都有點在趕著把所有東西做完。"
"00:03:58,331 --> 00:04:07,537","Choy: The animation, like overall, like animation just has more work, but a lot of times my time is compressed into like the last,","Choy：整體來說，動畫的工作量就是比較多，但很多時候，我能工作的時間都被壓到最後，"
"00:04:07,537 --> 00:04:14,517","like couple of weeks that I can do work, because I come after everyone else and like I guess, right before audio.","最後幾週才輪到我做，因為我排在大家後面，大概就在音效之前。"
"00:04:14,517 --> 00:04:18,822","Stoddard: I'm finishing all the sound in two weeks. Schafer: Yay!","Stoddard：我要在兩週內完成所有音效。Schafer：耶！"
"00:04:18,822 --> 00:04:28,777","Stoddard: I'm going, I'm basically following the animators as closely as possible, because I'm trying to jump on all the cut scenes as they come in and like do them.","Stoddard：我基本上盡量緊跟動畫師，因為每段過場動畫一進來，我就要馬上接手處理。"
"00:04:28,777 --> 00:04:30,497","Schafer: Ray's like, good luck, 'cause we're so fast.","Schafer：Ray 大概會說祝你好運，因為我們動作太快了。"
"00:04:31,475 --> 00:04:36,524","Stoddard: I'm trying to save January 6 through 10 to mix the game.","Stoddard：我想把 1 月 6 到 10 號留給遊戲混音。"
"00:04:36,524 --> 00:04:42,064","I'd really, really like to have that time to do that, so I'm trying to get in as much as possible in the next two weeks.","我真的很想保留那段時間，所以接下來兩週我會盡量多做一點。"
"00:04:42,064 --> 00:04:48,683","Choy: Kind even Camden and I had a lunch where we were kind of talking about like, OK, well, we're here at this stage now","Choy：Camden 和我有次吃午餐時就在聊：「好，我們現在已經到這個階段了。」"
"00:04:48,683 --> 00:04:50,486","where everything's supposed to be wrapping up.","照理說所有東西都該收尾了。"
"00:04:50,486 --> 00:04:51,822","Like what do we do?","我們該怎麼辦？"
"00:04:51,822 --> 00:04:54,372","Like what's the social fix for it?","有沒有什麼人際上的解法？"
"00:04:54,372 --> 00:04:58,506","And like part of me's like, oh, you know, like I'm just going to be really like irritable all the time","我有一部分會想，喔，那我就一直表現得很易怒好了。"
"00:04:58,506 --> 00:05:01,065","and just like be really hard, kind of hard to like work with.","讓自己變得很難搞、很難共事。"
"00:05:01,065 --> 00:05:06,420","So like if people want to make changes they'll be like, oh my God, did I piss her off even more?","這樣如果有人想改東西，就會想：天啊，我是不是又惹她更生氣了？"
"00:05:06,420 --> 00:05:09,995","So like this, like some of that, like there's like you kind of have to be a little bit of a wall,","所以有時候你得稍微當一堵牆，"
"00:05:09,995 --> 00:05:17,063","otherwise like, just so people, not necessarily to like stop changes, but just so people will like kind of think twice","不一定是為了阻止改動，而是讓大家想改東西前會多想一下，"
"00:05:17,063 --> 00:05:21,310","or like maybe think smarter when they want to polish something.","或是在想打磨某個東西時更聰明一點。"
"00:05:21,310 --> 00:05:23,570","Schafer: So it's a little tight.","Schafer：所以時間有點緊。"
"00:05:23,570 --> 00:05:27,895","This means more late night food for free for Ray.","這代表 Ray 可以多吃幾頓免費宵夜。"
