"Timecode","Content","Content_zh"
"00:00:21,920 --> 00:00:26,294","Schafer: Oh, here's a copy of my notebook for Grim Fandango.","Schafer：喔，這是我做《Grim Fandango》時的筆記本。"
"00:00:26,300 --> 00:00:28,343","And then here's me trying to figure out the name of the game.","然後這是我在想遊戲名稱。"
"00:00:28,520 --> 00:00:30,025","Dead Leads. Deadly Deeds.","Dead Leads。Deadly Deeds。"
"00:00:30,025 --> 00:00:32,065","Deeds of Death. Death's Deeds.","Deeds of Death。Death’s Deeds。"
"00:00:32,479 --> 00:00:40,820","You know, I read my old names to you because Grim Fandango was such a great name that it was funny to see all the bad names,","我把以前想過的名字唸給你們聽，是因為《Grim Fandango》這名字太棒了，所以回頭看那些爛名字很好笑，"
"00:00:40,820 --> 00:00:45,899","but right now I don't have a name for this game, so all these names, it's just sad.","可是我現在還沒替這款遊戲取名字，所以看到這些名字只覺得難過。"
"00:00:45,900 --> 00:00:47,300","I did make a nice chart, though.","不過我倒是做了一張不錯的表。"
"00:00:47,300 --> 00:00:48,400","Puzzles on it.","上面有謎題。"
"00:00:48,900 --> 00:00:49,939","Don't show that.","別拍那個。"
"00:00:49,960 --> 00:00:52,180","This is a horrible process, by the way.","順帶一提，這個過程真的很糟。"
"00:00:53,060 --> 00:00:57,060","It's just not going to have, we're going to end up with some terrible name like Stacking.","最後大概會取到什麼超爛的名字，像《Stacking》那樣。"
"00:00:59,320 --> 00:01:00,160","Just kidding, Lee.","開玩笑的，Lee。"
"00:01:00,840 --> 00:01:28,054","[Music] Schafer: OK. So we'll start the email thread about this.","[音樂] Schafer：好，那我們就開一串 email 討論這件事。"
"00:01:28,060 --> 00:01:29,723","Thanks for everyone hustling to get the build running.","謝謝大家趕工把版本跑起來。"
"00:01:29,723 --> 00:01:30,650","It worked great.","效果很好。"
"00:01:30,650 --> 00:01:31,910","I was very proud of it.","我真的很以它為傲。"
"00:01:31,910 --> 00:01:32,870","It was awesome.","超棒的。"
"00:01:32,960 --> 00:01:35,406","I hope no one's feelings got hurt. OK.","希望沒有人受傷。好。"
"00:01:35,560 --> 00:01:36,869","Awesome. Thank you.","太棒了，謝謝。"
"00:01:36,869 --> 00:01:38,729","Kipnis: I liked the little animation polish that Chris did on that.","Kipnis：我喜歡 Chris 在那裡做的那段小動畫潤飾。"
"00:01:38,729 --> 00:01:40,609","Choy: Do we just send our notes out? Is that what we do?","Choy：我們就把意見寄出去嗎？是這樣嗎？"
"00:01:40,609 --> 00:01:45,140","Schafer: Yeah Schafer: I like your cascading Post-its.","Schafer：對。Schafer：我喜歡你那串層層疊疊的便利貼。"
"00:01:48,120 --> 00:02:06,500","[Music] Schafer: Ron Gilbert.","[音樂] Schafer：Ron Gilbert。"
"00:02:08,539 --> 00:02:12,220","Ron Gilbert, I've been pestering him to play the game and give us his feedback.","Ron Gilbert，我一直纏著他要他玩遊戲、給我們回饋。"
"00:02:12,960 --> 00:02:17,300","And he's been really busy but now The Cave is done and now he's going to play the game.","他最近真的很忙，不過現在《The Cave》做完了，他要來玩這款遊戲了。"
"00:02:17,300 --> 00:02:18,367","He's going to play it.","他要玩了。"
"00:02:18,367 --> 00:02:23,180","All the Cloud Colony stuff that we have today and then we're going to talk at 4:00.","今天我們有的 Cloud Colony 內容他都會玩，然後四點我們再聊。"
"00:02:23,180 --> 00:02:24,680","He's going to tell me what he thought.","他會告訴我他的想法。"
"00:02:25,280 --> 00:02:28,018","Offscreen: Why didn't he play the game during the HOF, because I saw him in the meeting.","畫外音：他為什麼沒有在 HOF 時玩？因為我有看到他在會議裡。"
"00:02:28,140 --> 00:02:34,780","Schafer: Oh, he said he was going to play the game during the HOF, but when I said, I kind of got the impression he has not played it yet.","Schafer：喔，他說他會在 HOF 時玩，但我後來有點覺得他其實還沒玩。"
"00:02:35,640 --> 00:02:37,540","I think he had a lot of email to read that day.","我想他那天有很多 email 要看。"
"00:02:38,680 --> 00:02:39,680","He's been busy.","他很忙"
"00:02:40,240 --> 00:02:41,580","He's not busy anymore.","他不再忙了"
"00:02:42,020 --> 00:02:43,840","You know, he's made some of these games before.","你知道，他以前做過一些這類遊戲。"
"00:02:44,320 --> 00:02:52,120","So he's got very particular things that he would do if it was his game that might drive him crazy if we didn't do them the exact same way.","所以如果這是他的遊戲，他會有一些非常特定的做法；如果我們沒有照那樣做，可能會讓他抓狂。"
"00:02:56,660 --> 00:02:58,440","Schafer: So we'll find out.","Schafer：所以我們等著看。"
"00:02:58,440 --> 00:02:59,120","I don't know.","我不知道。"
"00:02:59,120 --> 00:02:59,780","What he'll think.","他會怎麼想。"
"00:03:00,220 --> 00:03:02,440","He'll probably say, eh, it's fine. Whatever. Who cares.","他大概會說：「嗯，還行啦。隨便。誰在乎。」"
"00:03:03,040 --> 00:03:04,100","All right.","好吧"
"00:03:05,200 --> 00:03:06,320","Schafer: Thank you for playing.","Schafer：謝謝你玩。"
"00:03:06,660 --> 00:03:10,020","Do you have any general impressions of things you'd like to share?","你有什麼整體感想想分享嗎？"
"00:03:11,120 --> 00:03:20,520","Gilbert: Yeah, I think my general impression was that, I mean, it's very interesting playing point-and-click games.","Gilbert：有，我覺得整體來說，玩點擊式冒險遊戲是很有趣的。"
"00:03:20,760 --> 00:03:26,416","There's a certain, there's a certain serenity to them, which is nice.","它們有某種、有某種寧靜感，這點很好。"
"00:03:26,420 --> 00:03:32,047","You know, you just, I kind of felt like I could just lean back in my chair and I could just think.","你知道，我就覺得自己可以往椅背一靠，慢慢思考。"
"00:03:32,400 --> 00:03:37,800","And there wasn't any pressure going on, which I kind of liked.","而且沒有什麼壓力，這點我滿喜歡的。"
"00:03:38,000 --> 00:03:45,839","So I thought it was very, you know, enjoyable experience and then it kind of brought back, you know, some of those, you know,","所以我覺得那是很愉快的體驗，也讓我想起那些，嗯，"
"00:03:45,840 --> 00:03:48,740","really old, you know, point-and-click feelings.","很老派的點擊式冒險感覺。"
"00:03:48,740 --> 00:03:50,660","Schafer: And these are my notes from Ron's play-through.","Schafer：這些是我在 Ron 完整遊玩時做的筆記。"
"00:03:51,361 --> 00:03:53,361","Tram puzzle, he liked the tram puzzle.","電車謎題，他喜歡電車謎題。"
"00:03:53,361 --> 00:03:57,361","He had four things that he liked and he had three pages other stuff.","他有四件喜歡的事，另外有三頁其他東西。"
"00:03:59,160 --> 00:04:00,350","Gilbert: Do you want me to keep going?","Gilbert：你要我繼續嗎？"
"00:04:00,350 --> 00:04:01,830","'Cause I'm onto the do-not-like's now.","因為我現在要講不喜歡的了。"
"00:04:01,830 --> 00:04:02,850","Schafer: Oh no, you don't do any of those.","Schafer：喔不，那些就不用講了。"
"00:04:02,850 --> 00:04:03,690","Gilbert: OK, so I'm done.","Gilbert：好，那我講完了。"
"00:04:03,690 --> 00:04:08,870","Schafer: Wait. You've got four likes and then three pages of you-don't-likes.","Schafer：等等。你有四個喜歡，然後三頁不喜歡。"
"00:04:08,870 --> 00:04:10,542","Gilbert: And then three pages, well, you know...","Gilbert：然後三頁，你知道……"
"00:04:10,880 --> 00:04:12,274","Schafer: OK, let's go. Let's do it.","Schafer：好了 走吧 走吧"
"00:04:12,280 --> 00:04:16,216","Gilbert: I'm not happy gamer, I'm grumpy gamer. OK.","Gilbert：我不是快樂玩家，我是暴躁玩家。好。"
"00:04:16,220 --> 00:04:17,823","Things that I did not like.","我不喜歡的地方。"
"00:04:18,079 --> 00:04:22,119","The dialogue trees didn't seem very focused to me.","對話樹在我看來不夠集中。"
"00:04:22,280 --> 00:04:24,960","Falling through the clouds was super annoying.","一直從雲上掉下去超煩。"
"00:04:26,980 --> 00:04:28,700","I thought the characters walked too slow.","我覺得角色走路太慢了。"
"00:04:29,760 --> 00:04:30,400","Schafer: OK.","Schafer：好"
"00:04:32,620 --> 00:04:34,000","Schafer: The exit arrows.","Schafer：出口箭頭"
"00:04:34,260 --> 00:04:38,215","He wanted exit arrows when you're just panning across the room, which I don't know if I...","他希望在只是橫向移動畫面時也有出口箭頭，這點我不確定……"
"00:04:38,220 --> 00:04:40,640","I don't know if I agree with that one, but it's worth thinking about.","我不知道我是否同意 但值得考慮"
"00:04:42,380 --> 00:04:45,060","And then I just had some ideas for dialogue while he was talking.","然後他講話時，我也想到一些對話點子。"
"00:04:48,920 --> 00:04:50,160","Was that decisive looking?","那是有決心的表情嗎？"
"00:04:52,140 --> 00:04:53,311","Schafer: Starting with some sad news.","Schafer：先從一個難過的消息開始。"
"00:04:53,320 --> 00:04:56,880","I think some of you saw the email went out that one of our co-workers is leaving","我想你們有些人看到 email 了，我們有一位同事要離開。"
"00:04:57,500 --> 00:05:03,369","My old friend Ron Gilbert is going to be leaving Double Fine and pursuing his, it's a big round of boo's for Ron Gilbert.","我的老朋友 Ron Gilbert 要離開 Double Fine，去追求他的……大家一起給 Ron Gilbert 噓聲。"
"00:05:03,369 --> 00:05:05,449","Boo.","噓。"
"00:05:05,760 --> 00:05:09,260","[Laughter] Boo-urns.","[笑聲] Boo-urns。"
"00:05:10,240 --> 00:05:12,980","We don't handle good-byes well, Ron, here.","Ron，我們這裡不太會好好道別。"
"00:05:14,660 --> 00:05:17,580","To pursue his lifelong dream of not working at Double Fine.","追求他一生的夢想 不去 Double Fine 工作"
"00:05:17,780 --> 00:05:24,060","[Laughter] Ron will be leaving pretty soon, like today.","[笑聲] Ron 很快就要離開了，大概今天。"
"00:05:25,280 --> 00:05:32,429","He doesn't like long drawn-out emotional good-byes, so he wanted to just leave and not just linger on.","他不喜歡拖很久、情緒很重的告別，所以他想直接走，不想一直耗著。"
"00:05:32,429 --> 00:05:35,861","But yeah, do you have a long speech that you'd like to make at this point?","不過，你現在有什麼長篇演說想發表嗎？"
"00:05:35,861 --> 00:05:36,701","Gilbert: I don't.","Gilbert：沒有。"
"00:05:37,500 --> 00:05:47,240","[Applause] Schafer: And with those words, [Applause]","[掌聲] Schafer：說完這幾個字之後，[掌聲]"
"00:05:48,200 --> 00:05:49,400","Schafer: He left.","Schafer：他走了"
"00:05:50,160 --> 00:05:52,160","Offscreen Voice: You knew he was leaving, you didn't tell anybody.","畫外音：你早就知道他要走，卻沒告訴任何人。"
"00:05:52,980 --> 00:05:54,066","Schafer: Just a little while.","Schafer：也才一小段時間。"
"00:05:54,066 --> 00:06:00,030","I mean, we'd talked about it like, pretty honest about, you know, him coming to the company, doing a game.","我是說，我們談得滿坦白的，像是他來公司、做一款遊戲。"
"00:06:00,030 --> 00:06:00,877","What are you going to do after?","你之後要做什麼？"
"00:06:00,880 --> 00:06:02,174","He didn't know.","他不知道"
"00:06:02,180 --> 00:06:09,583","He, Ron's pretty independent and has always, you know, more naturally is kind of a loner, rebel.","Ron 很獨立，他一直都比較像天生的獨行俠、反叛者。"
"00:06:09,583 --> 00:06:10,628","Dangerous.","危險"
"00:06:10,628 --> 00:06:11,648","Drifter.","漂泊者。"
"00:06:11,860 --> 00:06:15,929","And you can't keep him in a cage, man.","你不能把他關在籠子裏"
"00:06:15,929 --> 00:06:18,789","Can't just contain Ron Gilbert.","不能就這樣把 Ron Gilbert 關住。"
"00:06:20,200 --> 00:06:21,449","But we're sad to see him go.","但看到他走我們很傷心"
"00:06:21,449 --> 00:06:23,749","I liked, I liked having Ron around.","我喜歡，我喜歡有 Ron 在身邊。"
"00:06:23,749 --> 00:06:26,169","He's like my older brother in the games industry, kind of.","他就像我在遊戲界的哥哥"
"00:06:26,760 --> 00:06:32,000","Yeah, he said, he said he would still, every time I sent him a build, he would play through it and give us some us some feedback","對，他說之後每次我寄版本給他，他還是會完整玩過，給我們一些回饋，"
"00:06:32,000 --> 00:06:36,318","so hopefully we'll have him come back in or Skype with us from wherever he is.","所以希望我們能請他回來，或是不管他在哪裡，都用 Skype 跟我們聊。"
"00:06:36,680 --> 00:06:43,179","Schafer: That's what he was going to do originally, was just play the game, give us feedback, help us out to give us some, some, his opinion about stuff.","Schafer：這本來就是他一開始要做的事，就是玩遊戲、給我們回饋，幫忙提供一些他對各種東西的看法。"
"00:06:43,180 --> 00:06:46,760","And he said he'd still do that, so now we just don't have to pay him so it's kind of win/win.","而他說他還是會做，所以現在我們不用付錢給他，算是雙贏。"
"00:06:47,904 --> 00:06:50,284","Gilbert: ok Schafer: Any last words?","Gilbert：好。Schafer：有什麼遺言嗎？"
"00:06:51,780 --> 00:06:53,280","Say, say good luck.","祝你好運"
"00:06:54,360 --> 00:06:54,940","It's going to be great.","會很棒的"
"00:06:54,940 --> 00:06:55,952","Say good luck, it's going to be great.","說祝好運，會很棒的。"
"00:06:56,240 --> 00:06:57,240","Gilbert: Good luck, it's going to be great.","Gilbert：祝你好運，會很棒的"
"00:06:57,240 --> 00:06:58,239","Schafer: Well, thanks, Ron.","Schafer：好，謝啦，Ron。"
"00:06:58,240 --> 00:06:59,542","Gilbert: I really look forward to playing it again, Tim.","Gilbert：Tim，我真的很期待再玩一次。"
"00:06:59,542 --> 00:07:02,622","Schafer: Awesome, thanks, great. OK.","Schafer：太好了，謝謝，太好了。好"
"00:07:02,780 --> 00:07:21,500","[Music] Schafer: You're all over the new episode, man, let me tell you that.","[音樂] Schafer：老兄，我跟你說，新的那集到處都是你。"
"00:07:22,960 --> 00:07:24,100","Schafer: Hello, everybody.","Schafer：大家好"
"00:07:24,980 --> 00:07:27,460","Hey, nice to see you all. Hello.","很高興見到你們 你好"
"00:07:27,460 --> 00:07:28,868","Thank you for coming.","謝謝你能來"
"00:07:28,868 --> 00:07:33,280","Rice: For Red's, we got, Game Informer is going to be doing a big spread on the game","Rice：Red’s 這邊，Game Informer 會替這款遊戲做一篇大篇幅報導，"
"00:07:33,740 --> 00:07:38,040","and they're coming by in a week and a half to talk with Tim and play the game and everything.","他們一個半星期後會過來，跟 Tim 聊、玩遊戲等等。"
"00:07:38,340 --> 00:07:44,100","So it should be like a six-page spread coming out in April on that game, which is right after our trailer.","所以四月應該會有一篇六頁的專題，剛好在我們的預告片之後。"
"00:07:44,100 --> 00:07:45,920","So we're starting on that now, too.","所以我們現在也開始了"
"00:07:45,920 --> 00:07:49,486","But it's going to be busy PR times very soon.","但很快就要忙公關了"
"00:07:50,064 --> 00:07:55,024","During GDC we're doing a Brutal book launch party, so that should be good.","GDC 期間我們會辦一場《Brütal Legend》書籍發表派對，應該會不錯。"
"00:07:55,024 --> 00:07:56,567","Everybody's invited to that.","大家都被邀請去"
"00:07:56,567 --> 00:07:58,527","And we'll get you details on that, too.","我們也會告訴你這些細節的"
"00:07:58,880 --> 00:08:00,220","Lots of things.","很多事"
"00:08:00,880 --> 00:08:02,544","Rice: So that kind of stuff has been happening now.","Rice：這種事已經發生了"
"00:08:02,544 --> 00:08:09,151","We have this, this kind of schedule for our first little chunk of P R and I'm sure there'll be more down the line as the game","我們現在有第一小段 PR 行程，我相信隨著遊戲越來越接近推出，後面還會有更多。"
"00:08:09,432 --> 00:08:12,159","actually gets closer to coming out.","越來越接近出來"
"00:08:12,159 --> 00:08:17,113","But this is more just a, for people who had never heard about Kickstarter or not anything about the game,","但這比較像是讓那些從沒聽過 Kickstarter，或不太知道這款遊戲的人，"
"00:08:17,113 --> 00:08:24,894","this'll be kind of the first time they hear about the game as a game instead of the game as a product of the Kickstarter.","第一次把它當成一款遊戲來認識，而不是 Kickstarter 的產物。"
"00:08:24,894 --> 00:08:31,504","Rice: How is everybody feeling about showing the game in a week and a half and doing a trailer in three weeks?","Rice：一個半星期後就要展示遊戲，三週後要做預告片，大家感覺怎麼樣？"
"00:08:31,840 --> 00:08:32,740","It's crazy.","太瘋狂了"
"00:08:33,740 --> 00:08:35,220","People are going to be talking about the game.","大家會開始談這款遊戲了。"
"00:08:35,220 --> 00:08:36,436","Schafer: It's easy, right?","Schafer：很簡單吧？"
"00:08:36,740 --> 00:08:39,200","Petty: I think it all hinges on how awesome the name is.","Petty：我想這都要看名字有多棒"
"00:08:41,059 --> 00:08:42,393","Petty: It's a small little tidbit.","Petty：這只是個小小的切入點。"
"00:08:42,400 --> 00:08:44,040","It's your window into the game.","是大家看進遊戲的一扇窗。"
"00:08:44,540 --> 00:08:47,680","Rice: So it'll be actually, you know, announcing the name of the game.","Rice：所以實際上會宣布遊戲名稱。"
"00:08:48,680 --> 00:08:57,262","Doing a teaser trailer and then also doing some interviews with press and talking more in detail about what the game's actually about.","做一支前導預告，然後也接受一些媒體訪問，更詳細聊遊戲到底是什麼。"
"00:08:58,800 --> 00:09:00,248","Petty: Ah, yeah, so.","Petty：啊，是的，所以。"
"00:09:00,248 --> 00:09:04,187","Well, there's a lot of tasks related to all that and I'd say it's probably going to take up two-thirds,","嗯，相關工作很多，我會說這大概會吃掉美術團隊大多數人三分之二，"
"00:09:04,187 --> 00:09:06,527","easily two-thirds of the sprint for the majority of the art team.","很輕鬆就會吃掉這個 sprint 的三分之二。"
"00:09:07,380 --> 00:09:15,349","Rice: No, I mean, it's a hard thing because no matter what, showing the game publicly is going to eat into the schedule somehow.","Rice：不是，我是說這很難，因為不管怎樣，公開展示遊戲一定會吃到排程。"
"00:09:15,349 --> 00:09:17,336","Whether it's a trailer or a demo.","不管是預告片還是 demo"
"00:09:17,340 --> 00:09:21,940","Like there's always going to be work that's done specifically for that, that wouldn't have been done otherwise.","總會有一些專門為了這件事而做的工作，不然原本是不會做的。"
"00:09:21,940 --> 00:09:28,411","But I think it's just a matter of you got to talk about your game and you have to like get out there.","但我覺得重點就是你得談你的遊戲，得讓它出去見人。"
"00:09:28,420 --> 00:09:31,924","Otherwise you might make a great game, but nobody knows about it.","不然你可能做出一款很棒的遊戲，卻沒有人知道。"
"00:09:31,924 --> 00:09:42,377","So it's just kind of give or take of let's figure out the points in the schedule where we're going to be able to insert these things with the least amount of pain,","所以就是要取捨，找出排程中能用最少痛苦塞進這些事的時間點，"
"00:09:42,380 --> 00:09:46,161","but also to get like the biggest positive affect for the game.","同時也替遊戲帶來最大的正面效果。"
"00:09:46,161 --> 00:09:51,652","And I think that just happened to be right now because this is when PAX is and GDC and all the big conventions.","我覺得剛好就是現在，因為 PAX、GDC 和各大展會都在這段時間。"
"00:09:51,660 --> 00:09:55,980","And so we want to take advantage of those things falling in line with our dev cycle","所以我們想利用它們剛好配合我們開發週期的時機，"
"00:09:56,420 --> 00:10:05,360","and try to figure out ways to have something at those events that people will be excited about while still minimizing the impact on production of the game.","想辦法在那些活動上拿出能讓大家興奮的東西，同時盡量降低對遊戲製作的影響。"
"00:10:05,360 --> 00:10:07,825","Rice: So Game Informer stuff.","Rice：所以 Game Informer 的事。"
"00:10:07,825 --> 00:10:10,223","And they're obviously flying someone out here.","他們顯然會派人飛過來。"
"00:10:10,223 --> 00:10:17,218","So we have to try to figure out a part of the game that they could play that would like hold up all right.","所以我們得找出遊戲裡一段他們可以玩、而且狀態撐得住的內容。"
"00:10:18,540 --> 00:10:23,060","Schafer: I mean, Cloud Colony's was the thing we HOF'ed, so it's playable.","Schafer：我是說，Cloud Colony 是我們 HOF 過的內容，所以可以玩。"
"00:10:23,480 --> 00:10:30,554","Petty: So I think the thing we're needing on that for you and Tim or Tim and you to play through the Cloud Colony","Petty：所以我覺得我們需要你和 Tim，或 Tim 和你，把 Cloud Colony 玩一遍，"
"00:10:30,560 --> 00:10:34,211","and identify kind of what your demo loop is and see if there's any additional polish you want us to do.","找出你的 demo 循環大概是什麼，看看還有沒有什麼額外潤飾要我們做。"
"00:10:34,220 --> 00:10:37,360","Rice: Yeah, well, so he's coming Wednesday, next Wednesday.","Rice：他下週三要來"
"00:10:38,109 --> 00:10:46,582","So I would imagine we want a good, at least half day of hammering from tests, just to make sure everything is... Kipnis: At least.","所以我想至少要有半天讓測試狠狠跑一輪，確定一切都……Kipnis：至少。"
"00:10:46,582 --> 00:10:47,652","Rice: what we think it is.","Rice：我們想的是什麼"
"00:10:47,660 --> 00:10:48,280","Yeah, so I don't know.","是啊，所以我不知道。"
"00:10:48,280 --> 00:10:53,720","Do you want to try to lock it down Monday night or do you want to lock it down to Tuesday afternoon?","你想週一晚上鎖版，還是鎖到週二下午？"
"00:10:54,840 --> 00:10:57,403","I mean, he's not coming 'til afternoon Wednesday.","他週三下午才來"
"00:10:57,403 --> 00:10:59,183","So we have Wednesday morning also.","所以我們還有星期三早上"
"00:11:00,460 --> 00:11:04,247","Kipnis: Yeah, let's not, let's not, let's not take it to the wire like that.","Kipnis：對，別，別，別把時間壓到那麼最後一刻。"
"00:11:04,732 --> 00:11:11,561","Let's just aim for Monday end of day, which may be like before Tuesday 10:00 a.m. or something.","就以週一下班前為目標吧，可能也就是週二早上十點前之類的。"
"00:11:12,100 --> 00:11:14,040","Rice: I'll write down ""end of day Monday"".","Rice：我會寫下「週一下班前」。"
"00:11:15,473 --> 00:11:24,586","Kipnis: It's kind of what I'm working on right now, is making her movements be at a good speed and also, look right with animation.","Kipnis：我現在做的差不多就是讓她的移動速度剛好，動畫看起來也對。"
"00:11:24,680 --> 00:11:26,420","So this is her like running.","這就是她像跑步一樣"
"00:11:27,160 --> 00:11:32,415","So like, you know, clicking kind of close by, she'll do a walk, but clicking sort of far away, she'll run over.","像是點得比較近，她會用走的；點得比較遠，她就會跑過去。"
"00:11:32,540 --> 00:11:37,402","But the fact that she switches to and from, faster, travel method is good ultimately.","但她會在比較快的移動方式之間切換，整體來說是好事。"
"00:11:37,402 --> 00:11:38,902","We just need it to look good.","只是我們需要它看起來好看。"
"00:11:39,880 --> 00:11:42,140","It'll take a little bit of animation for that.","這需要一點動畫"
"00:11:43,266 --> 00:11:44,760","Rice: Cool. All right.","Rice：酷 好吧"
"00:11:44,760 --> 00:11:46,798","I'm going to jump on that call, but this is good.","我要接電話，但這很好"
"00:11:46,798 --> 00:11:50,601","It feels like it's not far off at all.","感覺已經差不多了。"
"00:11:50,601 --> 00:11:52,201","Kipnis: No, no, it's not so bad.","Kipnis：對，沒那麼糟。"
"00:11:52,480 --> 00:11:54,600","Rice: All right. Thanks, guys.","Rice：好吧 謝了"
"00:11:55,123 --> 00:11:56,623","OK, cool.","好吧，酷。"
"00:12:03,660 --> 00:12:04,997","Rice: Water? Soda?","Rice：水？汽水？"
"00:12:05,980 --> 00:12:07,000","Turi: I'll grab a water.","Turi：我去拿水"
"00:12:07,000 --> 00:12:07,900","Rice: All right. Turi: Thanks.","Rice：好吧 謝謝你"
"00:12:07,900 --> 00:12:08,560","Rice: Have you been here before?","Rice：你來過這裡嗎？"
"00:12:08,720 --> 00:12:20,200","Rice: The nature of being in a magazine business is that they have a lot of readers, so they get a lot of big exclusives because they have such a, a wide reach","Rice：做雜誌的特性就是他們有很多讀者，所以他們很常拿到大型獨家，因為觸及很廣。"
"00:12:20,260 --> 00:12:24,720","and it's a place that people go often to announce their games or show really early stuff.","人們也常去那裡宣布遊戲，或展示非常早期的內容。"
"00:12:26,140 --> 00:12:30,055","And so they're used to seeing busted builds and bugs and whatever.","所以他們習慣看到壞掉的版本、bug 之類的東西。"
"00:12:30,060 --> 00:12:30,880","And...","而且……"
"00:12:33,900 --> 00:12:35,360","Why is this ringing?","為什麼會響？"
"00:12:35,620 --> 00:12:36,520","Double Fine.","Double Fine。"
"00:12:37,980 --> 00:12:39,940","Voice on Phone: Hi. I'm looking for Tim Schafer.","電話聲音：嗨，我找 Tim Schafer。"
"00:12:41,840 --> 00:12:44,060","Schafer: That's our mobile kind of guy over there.","Schafer：那是我們的行動平台負責人"
"00:12:46,040 --> 00:12:49,046","This is our R&D group doing secret stuff.","我們的研發團體在做祕密的事"
"00:12:49,400 --> 00:12:51,400","That's Oliver. He's our lead programmer.","那是 Oliver 他是我們的主程式設計師"
"00:12:51,400 --> 00:12:53,160","Franzke: Nice to meet you. Turi: Nice to meet you, Tim.","Franzke：幸會 很高興見到你 Tim"
"00:12:53,160 --> 00:12:54,980","Kipnis: Hi, how's it going?","Kipnis：嗨，你好嗎？"
"00:12:54,980 --> 00:12:56,880","Turi: Good. Nice to meet you. I'm Tim from Game Informer.","Turi：很好 幸會 我是 Game Informer 的 Tim"
"00:12:57,020 --> 00:13:03,054","I just watched your side quest thing so, I know way more about you than you do me, but that's all right.","我剛看了你的支線任務那集，所以我對你的了解比你對我的了解多很多，不過沒關係。"
"00:13:04,380 --> 00:13:09,720","Turi: You guys are talking, did you say that you're thinking, what is the release date, like the projected release date or window for...","Turi：你們剛剛在聊，你是說你們在想，發行日是什麼？預估發行日期或時程大概是……"
"00:13:09,820 --> 00:13:12,380","Schafer: Who's saying... Rice: We're still working on that.","Schafer：誰說的……Rice：我們還在規劃。"
"00:13:12,380 --> 00:13:14,040","Schafer: Later. Turi: Yeah, OK.","Schafer：以後 好的"
"00:13:14,040 --> 00:13:15,090","Schafer: Later this year.","Schafer：今年晚些時候"
"00:13:15,090 --> 00:13:18,852","Rice: Yeah, I mean it's hard 'cause it's still being designed and you know, still working on it.","Rice：是啊，我是說這很困難 因為它仍然在設計中，你知道的，還在努力"
"00:13:18,860 --> 00:13:20,616","Turi: They said, they said just holiday.","Turi：他們說，只說年底假期。"
"00:13:20,620 --> 00:13:24,144","But is it, is there any chance for that at all?","但有機會嗎？"
"00:13:24,320 --> 00:13:25,342","Like with the...","就像……"
"00:13:25,342 --> 00:13:26,362","Schafer: Getting this game done by the holiday?","Schafer：在年底假期前完成這遊戲？"
"00:13:26,362 --> 00:13:27,642","Can we get this game done by the holidays?","我們能在年底假期前完成這個遊戲嗎？"
"00:13:27,642 --> 00:13:28,722","Rice: Up to you, man.","Rice：由你決定"
"00:13:33,060 --> 00:13:35,560","Schafer: So i'll click right here first, just to set things up.","Schafer：我先點這裡，把東西準備好。"
"00:13:37,900 --> 00:13:40,920","It's a point-and-click graphic adventure, Turi: Oh, you guys are excited about that","這是一款點擊式圖像冒險遊戲，Turi：喔，你們對這個很興奮耶。"
