"Timecode","Content","Content_zh"
"00:00:26,493 --> 00:00:28,328","Cambell: Hello? Schafer: Hello!","Cambell：喂？Schafer：你好！"
"00:00:28,328 --> 00:00:29,796","Cambell: It's open.","Cambell：門沒鎖。"
"00:00:45,245 --> 00:00:48,015","Oh, god.","天啊"
"00:00:48,015 --> 00:00:51,618","How many flights of these stairs are there?","這樓梯到底有幾層啊？"
"00:00:52,580 --> 00:00:55,140","[Heavy breathing] [Coughs]","[沉重的呼吸] [咳嗽]"
"00:00:55,620 --> 00:01:04,831","[Gasping] So out of shape.","[喘氣] 體力也太差了。"
"00:01:04,831 --> 00:01:07,234","Gonna die.","要死了"
"00:01:07,440 --> 00:01:15,360","[Deep breaths] [Knocking]","[深呼吸] [敲門]"
"00:01:15,360 --> 00:01:24,284","[Wheezing] Cambell: Hi, dude. Schafer: Hi.","[喘鳴] Cambell：嗨，老兄。Schafer：嗨。"
"00:01:24,284 --> 00:01:25,886","Scott Campbell. Cambell: You made it up the stairs.","Scott Campbell。Cambell：你真的爬上來了。"
"00:01:25,886 --> 00:01:28,188","Schafer: Do you wanna work on our adventure game?","Schafer：你想來做我們的冒險遊戲嗎？"
"00:01:29,589 --> 00:01:31,124","Cambell: Yes. Schafer: Okay.","Cambell：好。Schafer：好。"
"00:01:31,880 --> 00:02:04,291","[Music] Schafer: Ah, you wanna come to the stand up?","[音樂] Schafer：你要來站會嗎？"
"00:02:04,291 --> 00:02:05,625","Crook: Come and do our stand up. We're gonna have it right here.","Crook：來參加我們的站會吧。我們就在這裡開。"
"00:02:05,625 --> 00:02:07,060","Cambell: You guys stand up for the whole thing?","Cambell：你們為整件事站起來？"
"00:02:07,060 --> 00:02:08,395","Schafer: Come to our stand up. Cambell: Okay.","Schafer：來我們的站會吧。Cambell：好啊。"
"00:02:08,395 --> 00:02:09,628","I kind of have to use the...","我得用……"
"00:02:09,628 --> 00:02:10,796","you know... Schafer: Nope.","你懂的…… Schafer：不行。"
"00:02:10,797 --> 00:02:12,165","Cambell: ...you-know-what first. Schafer: Nope.","Cambell：……先去一下那個。Schafer：不行。"
"00:02:12,165 --> 00:02:13,467","Oh yeah?","是嗎？"
"00:02:13,467 --> 00:02:14,701","We were doing stand ups when you were here.","你以前在這裡時我們就有站會了。"
"00:02:14,701 --> 00:02:16,136","Kipnis: Ah, Scott, holy shit.","Kipnis：啊，Scott，靠。"
"00:02:16,136 --> 00:02:18,038","Hey! Cambell: Hey!","嘿！Cambell：嘿！"
"00:02:18,038 --> 00:02:20,640","Kipnis: Hey! Cambell: How are you?","Kipnis：嘿！Cambell：你好嗎？"
"00:02:20,640 --> 00:02:22,376","Is this how you guys always do it, just standing in the middle?","你們都這樣開嗎？就站在中間？"
"00:02:22,376 --> 00:02:26,079","Schafer: You stand in the middle and then you close your eyes and you lean and we pass the body around.","Schafer：你站在中間，閉上眼睛往後倒，然後我們把你傳來傳去。"
"00:02:26,079 --> 00:02:28,382","Rice: Good, how's it goin'? Cambell: Good, man.","Rice：很好，你呢？Cambell：不錯，老兄。"
"00:02:28,382 --> 00:02:30,617","Schafer: You know Brandon? Dillon: No, we haven't met before.","Schafer：你認識 Brandon 嗎？Dillon：不，我們之前沒見過。"
"00:02:30,617 --> 00:02:33,754","Schafer: Brandon, Scott Campbell. Cambell: Hey man.","Schafer：Brandon，Scott Campbell。Cambell：嘿，老兄。"
"00:02:33,754 --> 00:02:38,592","Skillman: Oh man, we're being filmed. Man, this is so awkward, but it's nice to see you.","Skillman：天啊，我們被拍了。真尷尬，不過很高興見到你。"
"00:02:38,592 --> 00:02:40,660","McGarry: Oh, it's on camera. What's up, buddy?","McGarry：喔，在拍啊。最近怎樣，兄弟？"
"00:02:40,660 --> 00:02:42,062","Good to see you.","很高興見到你"
"00:02:42,062 --> 00:02:43,664","Hackett: That's all we do around here is hug.","Hackett：我們這裡整天都在抱抱。"
"00:02:43,664 --> 00:02:46,600","Cambell: Hey, buddy. Hug sounds good, man.","Cambell：嘿，兄弟。擁抱聽起來不錯。"
"00:02:46,600 --> 00:02:48,335","Muir: I never met Peter Chan in person.","Muir：我從來沒親眼見過 Peter Chan。"
